paper_id,title
31336,Research Paper 31336
1061127,Research Paper 1061127
1106406,Research Paper 1106406
13195,Research Paper 13195
37879,Research Paper 37879
1126012,Research Paper 1126012
1107140,Research Paper 1107140
1102850,Research Paper 1102850
31349,Research Paper 31349
1106418,Research Paper 1106418
1123188,Research Paper 1123188
1128990,Research Paper 1128990
109323,Research Paper 109323
217139,Research Paper 217139
31353,Research Paper 31353
32083,Research Paper 32083
1126029,Research Paper 1126029
1118017,Research Paper 1118017
49482,Research Paper 49482
753265,Research Paper 753265
249858,Research Paper 249858
1113739,Research Paper 1113739
48766,Research Paper 48766
646195,Research Paper 646195
1126050,Research Paper 1126050
59626,Research Paper 59626
340299,Research Paper 340299
354004,Research Paper 354004
242637,Research Paper 242637
1106492,Research Paper 1106492
74975,Research Paper 74975
1152272,Research Paper 1152272
100701,Research Paper 100701
66982,Research Paper 66982
13960,Research Paper 13960
13966,Research Paper 13966
66990,Research Paper 66990
182093,Research Paper 182093
182094,Research Paper 182094
13972,Research Paper 13972
13982,Research Paper 13982
16819,Research Paper 16819
273152,Research Paper 273152
237521,Research Paper 237521
1153703,Research Paper 1153703
32872,Research Paper 32872
284025,Research Paper 284025
218666,Research Paper 218666
16843,Research Paper 16843
1153724,Research Paper 1153724
1153728,Research Paper 1153728
158098,Research Paper 158098
8699,Research Paper 8699
1134865,Research Paper 1134865
28456,Research Paper 28456
248425,Research Paper 248425
1112319,Research Paper 1112319
28471,Research Paper 28471
175548,Research Paper 175548
696345,Research Paper 696345
28485,Research Paper 28485
1139195,Research Paper 1139195
35778,Research Paper 35778
28491,Research Paper 28491
310530,Research Paper 310530
1153784,Research Paper 1153784
1481,Research Paper 1481
1153786,Research Paper 1153786
13212,Research Paper 13212
1111614,Research Paper 1111614
5055,Research Paper 5055
4329,Research Paper 4329
330148,Research Paper 330148
1105062,Research Paper 1105062
4330,Research Paper 4330
5062,Research Paper 5062
4335,Research Paper 4335
158812,Research Paper 158812
40124,Research Paper 40124
1103610,Research Paper 1103610
688361,Research Paper 688361
302545,Research Paper 302545
20534,Research Paper 20534
1031453,Research Paper 1031453
5086,Research Paper 5086
193742,Research Paper 193742
58268,Research Paper 58268
424,Research Paper 424
40151,Research Paper 40151
636098,Research Paper 636098
260121,Research Paper 260121
950052,Research Paper 950052
434,Research Paper 434
1131270,Research Paper 1131270
1131274,Research Paper 1131274
1131277,Research Paper 1131277
1110947,Research Paper 1110947
662279,Research Paper 662279
1139928,Research Paper 1139928
153063,Research Paper 153063
134199,Research Paper 134199
641956,Research Paper 641956
20584,Research Paper 20584
1130567,Research Paper 1130567
171225,Research Paper 171225
714879,Research Paper 714879
37998,Research Paper 37998
50336,Research Paper 50336
50337,Research Paper 50337
15429,Research Paper 15429
23448,Research Paper 23448
1122574,Research Paper 1122574
1110998,Research Paper 1110998
853150,Research Paper 853150
15431,Research Paper 15431
646286,Research Paper 646286
1152307,Research Paper 1152307
1115291,Research Paper 1115291
1106547,Research Paper 1106547
68463,Research Paper 68463
59715,Research Paper 59715
69198,Research Paper 69198
7272,Research Paper 7272
163235,Research Paper 163235
7276,Research Paper 7276
34315,Research Paper 34315
644843,Research Paper 644843
7297,Research Paper 7297
628815,Research Paper 628815
35061,Research Paper 35061
68495,Research Paper 68495
1136310,Research Paper 1136310
18313,Research Paper 18313
34355,Research Paper 34355
45212,Research Paper 45212
1153091,Research Paper 1153091
8703,Research Paper 8703
126920,Research Paper 126920
126927,Research Paper 126927
595157,Research Paper 595157
140005,Research Paper 140005
1117476,Research Paper 1117476
59798,Research Paper 59798
219446,Research Paper 219446
44514,Research Paper 44514
287787,Research Paper 287787
157401,Research Paper 157401
1154500,Research Paper 1154500
682666,Research Paper 682666
399173,Research Paper 399173
198866,Research Paper 198866
51834,Research Paper 51834
200630,Research Paper 200630
782486,Research Paper 782486
1136393,Research Paper 1136393
137849,Research Paper 137849
1153811,Research Paper 1153811
24966,Research Paper 24966
11148,Research Paper 11148
51866,Research Paper 51866
24974,Research Paper 24974
137868,Research Paper 137868
28542,Research Paper 28542
35,Research Paper 35
116021,Research Paper 116021
348305,Research Paper 348305
10430,Research Paper 10430
39403,Research Paper 39403
40,Research Paper 40
282700,Research Paper 282700
1105116,Research Paper 1105116
35854,Research Paper 35854
63477,Research Paper 63477
124064,Research Paper 124064
1120431,Research Paper 1120431
949318,Research Paper 949318
649944,Research Paper 649944
63486,Research Paper 63486
1153866,Research Paper 1153866
1140040,Research Paper 1140040
1112426,Research Paper 1112426
239800,Research Paper 239800
1131314,Research Paper 1131314
1153891,Research Paper 1153891
1129835,Research Paper 1129835
310653,Research Paper 310653
1130600,Research Paper 1130600
1111733,Research Paper 1111733
210871,Research Paper 210871
210872,Research Paper 210872
1132083,Research Paper 1132083
132806,Research Paper 132806
12631,Research Paper 12631
12638,Research Paper 12638
38771,Research Paper 38771
232605,Research Paper 232605
232606,Research Paper 232606
1107312,Research Paper 1107312
1114605,Research Paper 1114605
68505,Research Paper 68505
133553,Research Paper 133553
144408,Research Paper 144408
23502,Research Paper 23502
1108050,Research Paper 1108050
23507,Research Paper 23507
83826,Research Paper 83826
133563,Research Paper 133563
85299,Research Paper 85299
49660,Research Paper 49660
593060,Research Paper 593060
341188,Research Paper 341188
714975,Research Paper 714975
1115375,Research Paper 1115375
95435,Research Paper 95435
145176,Research Paper 145176
1113934,Research Paper 1113934
1132809,Research Paper 1132809
22835,Research Paper 22835
1153148,Research Paper 1153148
41714,Research Paper 41714
1118245,Research Paper 1118245
1152436,Research Paper 1152436
1153166,Research Paper 1153166
1153169,Research Paper 1153169
38000,Research Paper 38000
1152448,Research Paper 1152448
1137140,Research Paper 1137140
30895,Research Paper 30895
5966,Research Paper 5966
1136422,Research Paper 1136422
27174,Research Paper 27174
1128407,Research Paper 1128407
1124844,Research Paper 1124844
1153195,Research Paper 1153195
1113995,Research Paper 1113995
1136442,Research Paper 1136442
8821,Research Paper 8821
46079,Research Paper 46079
119761,Research Paper 119761
1111052,Research Paper 1111052
315789,Research Paper 315789
1108841,Research Paper 1108841
1135746,Research Paper 1135746
100935,Research Paper 100935
353541,Research Paper 353541
60682,Research Paper 60682
253762,Research Paper 253762
8872,Research Paper 8872
714260,Research Paper 714260
137956,Research Paper 137956
35922,Research Paper 35922
2354,Research Paper 2354
168410,Research Paper 168410
346292,Research Paper 346292
1153933,Research Paper 1153933
1119751,Research Paper 1119751
17798,Research Paper 17798
400356,Research Paper 400356
10531,Research Paper 10531
1110390,Research Paper 1110390
714289,Research Paper 714289
733167,Research Paper 733167
81714,Research Paper 81714
428610,Research Paper 428610
552469,Research Paper 552469
164885,Research Paper 164885
81722,Research Paper 81722
111866,Research Paper 111866
194617,Research Paper 194617
93318,Research Paper 93318
134307,Research Paper 134307
203646,Research Paper 203646
367312,Research Paper 367312
650814,Research Paper 650814
93320,Research Paper 93320
134315,Research Paper 134315
134316,Research Paper 134316
976334,Research Paper 976334
1095507,Research Paper 1095507
134320,Research Paper 134320
662416,Research Paper 662416
194645,Research Paper 194645
1131421,Research Paper 1131421
161221,Research Paper 161221
38839,Research Paper 38839
38846,Research Paper 38846
133615,Research Paper 133615
1112574,Research Paper 1112574
521207,Research Paper 521207
3828,Research Paper 3828
593105,Research Paper 593105
390693,Research Paper 390693
642847,Research Paper 642847
1122704,Research Paper 1122704
4584,Research Paper 4584
7419,Research Paper 7419
30901,Research Paper 30901
1115456,Research Paper 1115456
7432,Research Paper 7432
573553,Research Paper 573553
1022969,Research Paper 1022969
143801,Research Paper 143801
612306,Research Paper 612306
417017,Research Paper 417017
396412,Research Paper 396412
1107455,Research Paper 1107455
91975,Research Paper 91975
180187,Research Paper 180187
27203,Research Paper 27203
1152508,Research Paper 1152508
69392,Research Paper 69392
1118332,Research Paper 1118332
189577,Research Paper 189577
1114777,Research Paper 1114777
75969,Research Paper 75969
1132922,Research Paper 1132922
1153254,Research Paper 1153254
1117618,Research Paper 1117618
6767,Research Paper 6767
27241,Research Paper 27241
27246,Research Paper 27246
95589,Research Paper 95589
6771,Research Paper 6771
86840,Research Paper 86840
108962,Research Paper 108962
6786,Research Paper 6786
108963,Research Paper 108963
108974,Research Paper 108974
1117653,Research Paper 1117653
1152569,Research Paper 1152569
1132968,Research Paper 1132968
370366,Research Paper 370366
108983,Research Paper 108983
399339,Research Paper 399339
64319,Research Paper 64319
1110426,Research Paper 1110426
1102407,Research Paper 1102407
1127812,Research Paper 1127812
1128542,Research Paper 1128542
65057,Research Paper 65057
159084,Research Paper 159084
159085,Research Paper 159085
65074,Research Paper 65074
33895,Research Paper 33895
2440,Research Paper 2440
1717,Research Paper 1717
249421,Research Paper 249421
3187,Research Paper 3187
591016,Research Paper 591016
1110494,Research Paper 1110494
29492,Research Paper 29492
400473,Research Paper 400473
644334,Research Paper 644334
949511,Research Paper 949511
205192,Research Paper 205192
763009,Research Paper 763009
169280,Research Paper 169280
1120643,Research Paper 1120643
645088,Research Paper 645088
5348,Research Paper 5348
124296,Research Paper 124296
1121398,Research Paper 1121398
950305,Research Paper 950305
567018,Research Paper 567018
52000,Research Paper 52000
52003,Research Paper 52003
52007,Research Paper 52007
58540,Research Paper 58540
436796,Research Paper 436796
948846,Research Paper 948846
8213,Research Paper 8213
671293,Research Paper 671293
1131550,Research Paper 1131550
899119,Research Paper 899119
1105394,Research Paper 1105394
85452,Research Paper 85452
1112686,Research Paper 1112686
69418,Research Paper 69418
8224,Research Paper 8224
145315,Research Paper 145315
575077,Research Paper 575077
20850,Research Paper 20850
44017,Research Paper 44017
1135125,Research Paper 1135125
286562,Research Paper 286562
1123553,Research Paper 1123553
1135137,Research Paper 1135137
325314,Research Paper 325314
662572,Research Paper 662572
159897,Research Paper 159897
1130856,Research Paper 1130856
96335,Research Paper 96335
755082,Research Paper 755082
1123576,Research Paper 1123576
1103979,Research Paper 1103979
593260,Research Paper 593260
601567,Research Paper 601567
1119140,Research Paper 1119140
189655,Research Paper 189655
31769,Research Paper 31769
1107567,Research Paper 1107567
88356,Research Paper 88356
1033,Research Paper 1033
1034,Research Paper 1034
1106849,Research Paper 1106849
16470,Research Paper 16470
35343,Research Paper 35343
16471,Research Paper 16471
1154074,Research Paper 1154074
16476,Research Paper 16476
23774,Research Paper 23774
16485,Research Paper 16485
136665,Research Paper 136665
94953,Research Paper 94953
9708,Research Paper 9708
38205,Research Paper 38205
645897,Research Paper 645897
216877,Research Paper 216877
18619,Research Paper 18619
559804,Research Paper 559804
6898,Research Paper 6898
166420,Research Paper 166420
787016,Research Paper 787016
73146,Research Paper 73146
1136634,Research Paper 1136634
1111230,Research Paper 1111230
3218,Research Paper 3218
3229,Research Paper 3229
193347,Research Paper 193347
84020,Research Paper 84020
3231,Research Paper 3231
52847,Research Paper 52847
193352,Research Paper 193352
193354,Research Paper 193354
1110531,Research Paper 1110531
686532,Research Paper 686532
711598,Research Paper 711598
1063773,Research Paper 1063773
3243,Research Paper 3243
78994,Research Paper 78994
181782,Research Paper 181782
284414,Research Paper 284414
114189,Research Paper 114189
686559,Research Paper 686559
253971,Research Paper 253971
1106103,Research Paper 1106103
1114125,Research Paper 1114125
75318,Research Paper 75318
45599,Research Paper 45599
97892,Research Paper 97892
446271,Research Paper 446271
1106112,Research Paper 1106112
280876,Research Paper 280876
12182,Research Paper 12182
175909,Research Paper 175909
64484,Research Paper 64484
6125,Research Paper 6125
1120713,Research Paper 1120713
1114153,Research Paper 1114153
12197,Research Paper 12197
248823,Research Paper 248823
919885,Research Paper 919885
94229,Research Paper 94229
1120731,Research Paper 1120731
23069,Research Paper 23069
6151,Research Paper 6151
6155,Research Paper 6155
23070,Research Paper 23070
644448,Research Paper 644448
1112723,Research Paper 1112723
31097,Research Paper 31097
6169,Research Paper 6169
1106172,Research Paper 1106172
6170,Research Paper 6170
211875,Research Paper 211875
1109017,Research Paper 1109017
5454,Research Paper 5454
6184,Research Paper 6184
10796,Research Paper 10796
10798,Research Paper 10798
1120777,Research Paper 1120777
86258,Research Paper 86258
154134,Research Paper 154134
6196,Research Paper 6196
20920,Research Paper 20920
20923,Research Paper 20923
22386,Research Paper 22386
1131639,Research Paper 1131639
77515,Research Paper 77515
93555,Research Paper 93555
17201,Research Paper 17201
644494,Research Paper 644494
17208,Research Paper 17208
1125082,Research Paper 1125082
1131647,Research Paper 1131647
74698,Research Paper 74698
13652,Research Paper 13652
20942,Research Paper 20942
390894,Research Paper 390894
390896,Research Paper 390896
1125092,Research Paper 1125092
13656,Research Paper 13656
1116347,Research Paper 1116347
13658,Research Paper 13658
114966,Research Paper 114966
120013,Research Paper 120013
1117089,Research Paper 1117089
57948,Research Paper 57948
334153,Research Paper 334153
160732,Research Paper 160732
1154103,Research Paper 1154103
12946,Research Paper 12946
1104787,Research Paper 1104787
17242,Research Paper 17242
321861,Research Paper 321861
189721,Research Paper 189721
1119211,Research Paper 1119211
12960,Research Paper 12960
95718,Research Paper 95718
6910,Research Paper 6910
180373,Research Paper 180373
6917,Research Paper 6917
358884,Research Paper 358884
887,Research Paper 887
180399,Research Paper 180399
358894,Research Paper 358894
1154169,Research Paper 1154169
120084,Research Paper 120084
1120019,Research Paper 1120019
1152711,Research Paper 1152711
1154176,Research Paper 1154176
424540,Research Paper 424540
1118546,Research Paper 1118546
643003,Research Paper 643003
112099,Research Paper 112099
1104007,Research Paper 1104007
1120049,Research Paper 1120049
175256,Research Paper 175256
45605,Research Paper 45605
15889,Research Paper 15889
35490,Research Paper 35490
221302,Research Paper 221302
562123,Research Paper 562123
1104031,Research Paper 1104031
1129442,Research Paper 1129442
1129443,Research Paper 1129443
1137466,Research Paper 1137466
328370,Research Paper 328370
1103315,Research Paper 1103315
12210,Research Paper 12210
1104055,Research Paper 1104055
64519,Research Paper 64519
114,Research Paper 114
1109873,Research Paper 1109873
128,Research Paper 128
12238,Research Paper 12238
1112099,Research Paper 1112099
18774,Research Paper 18774
18777,Research Paper 18777
130,Research Paper 130
23116,Research Paper 23116
948299,Research Paper 948299
6209,Research Paper 6209
197054,Research Paper 197054
6210,Research Paper 6210
6213,Research Paper 6213
6214,Research Paper 6214
6216,Research Paper 6216
6217,Research Paper 6217
2653,Research Paper 2653
2658,Research Paper 2658
753047,Research Paper 753047
188318,Research Paper 188318
74700,Research Paper 74700
67415,Research Paper 67415
6220,Research Paper 6220
2665,Research Paper 2665
28957,Research Paper 28957
143323,Research Paper 143323
340075,Research Paper 340075
1949,Research Paper 1949
1953,Research Paper 1953
1955,Research Paper 1955
1959,Research Paper 1959
390922,Research Paper 390922
22431,Research Paper 22431
1113541,Research Paper 1113541
1132418,Research Paper 1132418
628500,Research Paper 628500
648106,Research Paper 648106
1104809,Research Paper 1104809
4804,Research Paper 4804
648112,Research Paper 648112
33301,Research Paper 33301
33303,Research Paper 33303
267824,Research Paper 267824
1138970,Research Paper 1138970
13717,Research Paper 13717
1131719,Research Paper 1131719
1120866,Research Paper 1120866
1106287,Research Paper 1106287
755217,Research Paper 755217
647408,Research Paper 647408
1116410,Research Paper 1116410
1132459,Research Paper 1132459
1105574,Research Paper 1105574
1133196,Research Paper 1133196
307336,Research Paper 307336
906,Research Paper 906
1131745,Research Paper 1131745
1131748,Research Paper 1131748
910,Research Paper 910
943,Research Paper 943
31927,Research Paper 31927
101261,Research Paper 101261
101263,Research Paper 101263
31932,Research Paper 31932
779960,Research Paper 779960
1135358,Research Paper 1135358
1154230,Research Paper 1154230
1135368,Research Paper 1135368
28227,Research Paper 28227
32688,Research Paper 32688
189856,Research Paper 189856
27510,Research Paper 27510
27514,Research Paper 27514
1154276,Research Paper 1154276
27530,Research Paper 27530
1152821,Research Paper 1152821
28265,Research Paper 28265
103430,Research Paper 103430
27543,Research Paper 27543
39126,Research Paper 39126
28278,Research Paper 28278
39131,Research Paper 39131
10169,Research Paper 10169
28287,Research Paper 28287
1129518,Research Paper 1129518
1272,Research Paper 1272
194223,Research Paper 194223
10177,Research Paper 10177
18811,Research Paper 18811
18812,Research Paper 18812
73327,Research Paper 73327
1117942,Research Paper 1117942
15984,Research Paper 15984
202522,Research Paper 202522
1152858,Research Paper 1152858
1152859,Research Paper 1152859
10183,Research Paper 10183
81350,Research Paper 81350
259126,Research Paper 259126
13024,Research Paper 13024
1120170,Research Paper 1120170
46452,Research Paper 46452
26850,Research Paper 26850
18832,Research Paper 18832
18833,Research Paper 18833
82098,Research Paper 82098
103482,Research Paper 103482
158614,Research Paper 158614
46468,Research Paper 46468
71904,Research Paper 71904
80656,Research Paper 80656
29708,Research Paper 29708
1128839,Research Paper 1128839
1128846,Research Paper 1128846
12330,Research Paper 12330
240321,Research Paper 240321
1128853,Research Paper 1128853
219976,Research Paper 219976
38480,Research Paper 38480
12350,Research Paper 12350
1104191,Research Paper 1104191
7022,Research Paper 7022
63931,Research Paper 63931
68224,Research Paper 68224
1110768,Research Paper 1110768
384428,Research Paper 384428
1107041,Research Paper 1107041
1114352,Research Paper 1114352
1107062,Research Paper 1107062
288,Research Paper 288
1107067,Research Paper 1107067
91581,Research Paper 91581
39904,Research Paper 39904
6334,Research Paper 6334
123825,Research Paper 123825
23258,Research Paper 23258
66805,Research Paper 66805
6346,Research Paper 6346
55968,Research Paper 55968
368431,Research Paper 368431
179702,Research Paper 179702
1140547,Research Paper 1140547
1114388,Research Paper 1114388
90888,Research Paper 90888
510715,Research Paper 510715
33412,Research Paper 33412
188471,Research Paper 188471
1152143,Research Paper 1152143
1120962,Research Paper 1120962
1125258,Research Paper 1125258
648232,Research Paper 648232
143476,Research Paper 143476
1152150,Research Paper 1152150
1117249,Research Paper 1117249
25413,Research Paper 25413
1152162,Research Paper 1152162
241821,Research Paper 241821
350362,Research Paper 350362
1116530,Research Paper 1116530
61069,Research Paper 61069
1110000,Research Paper 1110000
646809,Research Paper 646809
1105698,Research Paper 1105698
1152194,Research Paper 1152194
198653,Research Paper 198653
1116569,Research Paper 1116569
77758,Research Paper 77758
854434,Research Paper 854434
1128151,Research Paper 1128151
1123867,Research Paper 1123867
191404,Research Paper 191404
1116594,Research Paper 1116594
126793,Research Paper 126793
43639,Research Paper 43639
44368,Research Paper 44368
97390,Research Paper 97390
87915,Research Paper 87915
131117,Research Paper 131117
8581,Research Paper 8581
27606,Research Paper 27606
1115886,Research Paper 1115886
184157,Research Paper 184157
8594,Research Paper 8594
1152904,Research Paper 1152904
1120211,Research Paper 1120211
28350,Research Paper 28350
1152910,Research Paper 1152910
27627,Research Paper 27627
649731,Research Paper 649731
308920,Research Paper 308920
289780,Research Paper 289780
289781,Research Paper 289781
19621,Research Paper 19621
1129608,Research Paper 1129608
1365,Research Paper 1365
103543,Research Paper 103543
28387,Research Paper 28387
28389,Research Paper 28389
43698,Research Paper 43698
54550,Research Paper 54550
1129621,Research Paper 1129621
46536,Research Paper 46536
1129629,Research Paper 1129629
294126,Research Paper 294126
568857,Research Paper 568857
447224,Research Paper 447224
38537,Research Paper 38537
1152975,Research Paper 1152975
34979,Research Paper 34979
1104261,Research Paper 1104261
139865,Research Paper 139865
56709,Research Paper 56709
1128945,Research Paper 1128945
19697,Research Paper 19697
107177,Research Paper 107177
1131165,Research Paper 1131165
1128959,Research Paper 1128959
152219,Research Paper 152219
184918,Research Paper 184918
16008,Research Paper 16008
1122425,Research Paper 1122425
928873,Research Paper 928873
206259,Research Paper 206259
714748,Research Paper 714748
1131189,Research Paper 1131189
217115,Research Paper 217115
560936,Research Paper 560936
1131198,Research Paper 1131198
1128985,Research Paper 1128985
466170,Research Paper 466170
429805,Research Paper 429805
561674,Research Paper 561674
654177,Research Paper 654177
95225,Research Paper 95225
37884,Research Paper 37884
37888,Research Paper 37888
1128997,Research Paper 1128997
545647,Research Paper 545647
42207,Research Paper 42207
42209,Research Paper 42209
82920,Research Paper 82920
128202,Research Paper 128202
128203,Research Paper 128203
1134056,Research Paper 1134056
1102873,Research Paper 1102873
42221,Research Paper 42221
1107171,Research Paper 1107171
1133338,Research Paper 1133338
67633,Research Paper 67633
375825,Research Paper 375825
48781,Research Paper 48781
75674,Research Paper 75674
289088,Research Paper 289088
1152244,Research Paper 1152244
13917,Research Paper 13917
75695,Research Paper 75695
34257,Research Paper 34257
1117348,Research Paper 1117348
574710,Research Paper 574710
34263,Research Paper 34263
1128204,Research Paper 1128204
34266,Research Paper 34266
1128208,Research Paper 1128208
1116629,Research Paper 1116629
110162,Research Paper 110162
110163,Research Paper 110163
110164,Research Paper 110164
628751,Research Paper 628751
708945,Research Paper 708945
1123926,Research Paper 1123926
1152277,Research Paper 1152277
77826,Research Paper 77826
77829,Research Paper 77829
8617,Research Paper 8617
242663,Research Paper 242663
8619,Research Paper 8619
628764,Research Paper 628764
628766,Research Paper 628766
1125393,Research Paper 1125393
66986,Research Paper 66986
646913,Research Paper 646913
578309,Research Paper 578309
18251,Research Paper 18251
1152290,Research Paper 1152290
954315,Research Paper 954315
212107,Research Paper 212107
578337,Research Paper 578337
907845,Research Paper 907845
1127530,Research Paper 1127530
1128267,Research Paper 1128267
28412,Research Paper 28412
594387,Research Paper 594387
1127541,Research Paper 1127541
44455,Research Paper 44455
45188,Research Paper 45188
45189,Research Paper 45189
62607,Research Paper 62607
1127551,Research Paper 1127551
1123991,Research Paper 1123991
1127558,Research Paper 1127558
105057,Research Paper 105057
1128291,Research Paper 1128291
1127566,Research Paper 1127566
1154459,Research Paper 1154459
218682,Research Paper 218682
28447,Research Paper 28447
1153736,Research Paper 1153736
62634,Research Paper 62634
211432,Research Paper 211432
112378,Research Paper 112378
1113035,Research Paper 1113035
1118848,Research Paper 1118848
137790,Research Paper 137790
217984,Research Paper 217984
949217,Research Paper 949217
28473,Research Paper 28473
1104300,Research Paper 1104300
1105033,Research Paper 1105033
11093,Research Paper 11093
696342,Research Paper 696342
696343,Research Paper 696343
696346,Research Paper 696346
28487,Research Paper 28487
5038,Research Paper 5038
195150,Research Paper 195150
62676,Research Paper 62676
13213,Research Paper 13213
576973,Research Paper 576973
35797,Research Paper 35797
134128,Research Paper 134128
166825,Research Paper 166825
175576,Research Paper 175576
509379,Research Paper 509379
1113084,Research Paper 1113084
53942,Research Paper 53942
642621,Research Paper 642621
1131236,Research Paper 1131236
1112369,Research Paper 1112369
446610,Research Paper 446610
644093,Research Paper 644093
411092,Research Paper 411092
642641,Research Paper 642641
408885,Research Paper 408885
1131258,Research Paper 1131258
1131267,Research Paper 1131267
13269,Research Paper 13269
1104379,Research Paper 1104379
1114502,Research Paper 1114502
1107215,Research Paper 1107215
83725,Research Paper 83725
84459,Research Paper 84459
642681,Research Paper 642681
445938,Research Paper 445938
1103676,Research Paper 1103676
1130568,Research Paper 1130568
